report_date_name,report_type,report_date,notice_date,revenue,revenue_yoy_pct,parent_net_profit,parent_net_profit_yoy_pct,deducted_net_profit,deducted_net_profit_yoy_pct,roe_pct,gross_margin_pct,net_margin_pct,operating_cash_flow,cashflow_to_net_profit,debt_ratio_pct,eps_basic,book_value_per_share,total_equity,total_shares
2026一季报,一季报,2026-03-31,2026-04-30,392610242.01,25.315394299989,120585818.74,48.104107990413,119644220.38,45.930338558005,5.79,45.1081131056,30.7138749419,137223680.65,1.137975278386,25.6305049414,0.29,4.957120759862,2082051790.87,420012320
2025年报,年报,2025-12-31,2026-04-08,1379053687.2,19.745666616079,368550234.74,50.062112380899,363373964.92,57.074270438045,19.49,41.758321089,26.7248648955,135450009.03,0.367521157938,19.5018250422,0.88,4.670020089244,1961465972.13,420012320
2025三季报,三季报,2025-09-30,2025-10-30,968895625.19,18.102209237785,264625738.94,44.927627350392,260075630.74,50.409998957148,14.61,41.8363471824,27.3120996793,226191815.26,0.854761204129,27.1622666497,0.63,4.470416892628,1877630170.44,420012320
2025中报,中报,2025-06-30,2025-08-28,649187358.17,22.177349753207,169781680.84,42.002660265117,167062258.03,50.082432650162,9.62,40.5432311701,26.1529554917,181539054.65,1.069249955306,22.299350682,0.4,4.294604330487,1803786728.33,420012320
2025一季报,一季报,2025-03-31,2025-04-30,313297695.15,24.271768155006,81419631.35,52.063431764166,81987214.97,59.979066998756,4.73,39.7443984388,25.9879445685,66124773.76,0.812147791185,19.1538495751,0.25,5.449492070356,1760656774.84,420012320
2024年报,年报,2024-12-31,2025-04-30,1151652269.49,32.639143594404,245598458.46,27.255940079627,231338948.07,31.723967691317,15.42,33.6505697507,21.3257477944,300892601.89,1.225140433603,16.6012844765,0.58,5.19748631787,1679237143.49,420012320
2024三季报,三季报,2024-09-30,2024-10-31,820387384.32,25.481385350984,182591645.07,29.186583513063,172911131.27,29.60032155522,11.42,33.1373468408,22.256759253,166644630.68,0.912662956819,15.8921078771,0.57,5.017481021145,1621079880.19,420012320
2024中报,中报,2024-06-30,2024-08-30,531348371.43,28.731590271432,119562324.06,31.243484751672,111313666.15,31.039646643593,7.63,33.4733118728,22.5016826039,99241327.69,0.830038462954,17.6244688308,0.37,4.852395988132,1567743151.18,420012320
2024一季报,一季报,2024-03-31,2024-04-27,252106894.27,29.633672654609,53543202.6,20.466003540353,51248714.29,25.7961492599,3.49,33.7528930759,21.2382936829,28734460.83,0.536659359819,17.2261752903,0.22,6.282474207011,1561370749.72,420012320
2023年报,年报,2023-12-31,2024-04-27,868259729.58,20.275299442917,192995673.37,28.02250511742,175624035.72,24.562794590025,13.53,32.7269883549,22.227873388,194632933.27,1.008483402096,14.0437219339,0.6,6.067032878066,1507827547.12,420012320
2023三季报,三季报,2023-09-30,2023-10-21,653792099.94,18.792463532611,141339479.77,19.788674272305,133418751.74,23.577618242545,9.98,33.8959744115,21.6184135267,143909006.92,1.018179826006,11.9936753947,0.57,5.85898327271,1456121394.8,420012320
2023中报,中报,2023-06-30,2023-08-25,412756783.56,5.145755625981,91099626.23,16.119073369582,84946555.49,14.605100119911,6.55,34.0200029661,22.0710185413,103100070.75,1.131728800837,12.0290313431,0.37,5.656833601284,1405881541.26,420012320
